Item_ID,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales,Number_of_units_sold
4770,17.85,Low Fat,Breads,93.7436,OUT018,7,Medium,Tier 3,Supermarket Type2,1134.5232,12
4771,9.395,Low Fat,Soft Drinks,224.972,OUT045,14,Medium,Tier 2,Supermarket Type1,7696.648,34
4772,15.75,Low Fat,Hard Drinks,250.5382,OUT017,9,Medium,Tier 2,Supermarket Type1,2775.7202,11
4773,7.475,Low Fat,Fruits and Vegetables,241.2854,OUT045,14,Medium,Tier 2,Supermarket Type1,5317.0788,22
4774,7.075,Low Fat,Frozen Foods,98.0068,OUT018,7,Medium,Tier 3,Supermarket Type2,874.8612,9
4775,6.445,Low Fat,Baking Goods,92.6436,OUT046,19,Small,Tier 1,Supermarket Type1,1039.9796,11
4776,19.1,Low Fat,Fruits and Vegetables,235.0958,OUT035,12,Small,Tier 2,Supermarket Type1,3038.0454,13
4777,20.25,Regular,Dairy,193.6162,OUT035,12,Small,Tier 2,Supermarket Type1,3848.324,20
4778,15,Regular,Canned,59.1904,OUT046,19,Small,Tier 1,Supermarket Type1,527.3136,9
4779,6.67,Regular,Snack Foods,89.1514,OUT046,19,Small,Tier 1,Supermarket Type1,2390.8878,27
4780,16.7,Regular,Frozen Foods,112.7176,OUT013,29,High,Tier 3,Supermarket Type1,801.6232,7
4781,7.07,Low Fat,Snack Foods,115.5834,OUT045,14,Medium,Tier 2,Supermarket Type1,1267.0174,11
4782,6.48,Low Fat,Snack Foods,148.0076,OUT045,14,Medium,Tier 2,Supermarket Type1,886.8456,6
4783,19,Regular,Fruits and Vegetables,228.272,OUT010,18,Medium,Tier 3,Grocery Store,452.744,2
4784,13.35,Low Fat,Frozen Foods,147.5392,OUT045,14,Medium,Tier 2,Supermarket Type1,3877.6192,26
4785,9.695,Regular,Baking Goods,223.9404,OUT049,17,Medium,Tier 1,Supermarket Type1,4950.8888,22
4786,15,Low Fat,Soft Drinks,62.6168,OUT017,9,Medium,Tier 2,Supermarket Type1,958.752,15
4787,11.15,Regular,Dairy,149.9708,OUT017,9,Medium,Tier 2,Supermarket Type1,1956.1204,13
4788,20.85,Low Fat,Fruits and Vegetables,103.2306,OUT049,17,Medium,Tier 1,Supermarket Type1,2404.2038,23
4789,9.8,Low Fat,Others,194.3478,OUT010,18,Medium,Tier 3,Grocery Store,387.4956,2
4790,16.35,Low Fat,Meat,165.0842,OUT013,29,High,Tier 3,Supermarket Type1,994.7052,6
4791,9.6,Regular,Breads,101.299,OUT045,14,Medium,Tier 2,Supermarket Type1,1754.383,17
4792,13.35,Low Fat,Breads,216.7166,OUT045,14,Medium,Tier 2,Supermarket Type1,3918.8988,18
4793,20.7,Low Fat,Dairy,76.367,OUT013,29,High,Tier 3,Supermarket Type1,306.268,4
4794,16.2,Low Fat,Fruits and Vegetables,260.6278,OUT045,14,Medium,Tier 2,Supermarket Type1,4425.5726,17
4795,5.5,Low Fat,Others,101.3016,OUT046,19,Small,Tier 1,Supermarket Type1,3339.6528,33
4796,15.1,Regular,Fruits and Vegetables,221.7456,OUT045,14,Medium,Tier 2,Supermarket Type1,6410.3224,29
4797,15.7,Regular,Frozen Foods,122.9046,OUT017,9,Medium,Tier 2,Supermarket Type1,1992.0736,16
4798,7.895,Regular,Breakfast,104.4332,OUT017,9,Medium,Tier 2,Supermarket Type1,2870.9296,27
4799,17.35,Regular,Baking Goods,88.183,OUT013,29,High,Tier 3,Supermarket Type1,539.298,6
4800,7.285,Low Fat,Household,174.3054,OUT013,29,High,Tier 3,Supermarket Type1,4377.635,25
4801,20.25,Low Fat,Household,180.9976,OUT045,14,Medium,Tier 2,Supermarket Type1,2716.464,15
4802,15.85,Low Fat,Soft Drinks,59.5904,OUT049,17,Medium,Tier 1,Supermarket Type1,703.0848,12
4803,6.17,Low Fat,Meat,66.3826,OUT049,17,Medium,Tier 1,Supermarket Type1,1937.478,29
4804,19.5,Low Fat,Household,182.2608,OUT049,17,Medium,Tier 1,Supermarket Type1,3307.6944,18
4805,19.2,Low Fat,Household,197.611,OUT049,17,Medium,Tier 1,Supermarket Type1,3142.576,16
4806,16.7,Low Fat,Canned,181.2292,OUT018,7,Medium,Tier 3,Supermarket Type2,2554.0088,14
4807,20.85,Regular,Breads,104.0648,OUT018,7,Medium,Tier 3,Supermarket Type2,1869.5664,18
4808,14.5,Regular,Breads,260.4594,OUT045,14,Medium,Tier 2,Supermarket Type1,5494.8474,21
4809,11.395,Regular,Meat,233.1616,OUT013,29,High,Tier 3,Supermarket Type1,6093.4016,26
4810,7.97,Low Fat,Soft Drinks,174.0422,OUT046,19,Small,Tier 1,Supermarket Type1,2586.633,15
4811,7.71,Regular,Snack Foods,55.2956,OUT049,17,Medium,Tier 1,Supermarket Type1,1255.6988,23
4812,19.25,Regular,Canned,141.7496,OUT046,19,Small,Tier 1,Supermarket Type1,4093.3384,29
4813,7.075,Low Fat,Dairy,142.2128,OUT046,19,Small,Tier 1,Supermarket Type1,3163.8816,22
4814,11.6,Regular,Frozen Foods,79.9276,OUT046,19,Small,Tier 1,Supermarket Type1,1137.1864,14
4815,12.1,Low Fat,Hard Drinks,178.566,OUT018,7,Medium,Tier 3,Supermarket Type2,898.83,5
4816,10,Low Fat,Health and Hygiene,118.244,OUT046,19,Small,Tier 1,Supermarket Type1,2756.412,23
4817,14.35,Low Fat,Baking Goods,81.896,OUT045,14,Medium,Tier 2,Supermarket Type1,878.856,11
4818,10.395,Low Fat,Snack Foods,58.222,OUT049,17,Medium,Tier 1,Supermarket Type1,659.142,11
4819,8.1,Low Fat,Fruits and Vegetables,211.4902,OUT013,29,High,Tier 3,Supermarket Type1,3610.6334,17
4820,8.05,Regular,Fruits and Vegetables,256.4646,OUT035,12,Small,Tier 2,Supermarket Type1,5153.292,20
4821,9.195,Regular,Meat,108.7596,OUT017,9,Medium,Tier 2,Supermarket Type1,2588.6304,24
4822,20.7,Regular,Dairy,212.5876,OUT018,7,Medium,Tier 3,Supermarket Type2,1286.3256,6
4823,15.7,Regular,Fruits and Vegetables,110.1544,OUT017,9,Medium,Tier 2,Supermarket Type1,1230.3984,11
4824,16.5,Low Fat,Household,180.0318,OUT045,14,Medium,Tier 2,Supermarket Type1,3969.4996,22
4825,9,Low Fat,Snack Foods,176.437,OUT035,12,Small,Tier 2,Supermarket Type1,7763.228,44
4826,6.785,Regular,Meat,41.2112,OUT013,29,High,Tier 3,Supermarket Type1,809.6128,20
4827,19.5,Low Fat,Canned,178.6002,OUT018,7,Medium,Tier 3,Supermarket Type2,1253.7014,7
4828,7.575,Low Fat,Dairy,195.2768,OUT046,19,Small,Tier 1,Supermarket Type1,5715.2272,29
4829,18.2,Regular,Fruits and Vegetables,57.7904,OUT013,29,High,Tier 3,Supermarket Type1,1464.76,25
4830,16.75,Low Fat,Dairy,169.8106,OUT013,29,High,Tier 3,Supermarket Type1,3251.1014,19
4831,7.47,Regular,Frozen Foods,214.3218,OUT035,12,Small,Tier 2,Supermarket Type1,4274.436,20
4832,13.85,Regular,Meat,119.4124,OUT018,7,Medium,Tier 3,Supermarket Type2,2251.7356,19
4833,6.635,Regular,Frozen Foods,37.4506,OUT017,9,Medium,Tier 2,Supermarket Type1,1176.4686,31
4834,6.11,Regular,Fruits and Vegetables,130.4968,OUT046,19,Small,Tier 1,Supermarket Type1,3523.4136,27
4835,15.25,Low Fat,Snack Foods,86.2198,OUT035,12,Small,Tier 2,Supermarket Type1,610.5386,7
4836,15.85,Low Fat,Canned,96.4094,OUT035,12,Small,Tier 2,Supermarket Type1,1237.7222,13
4837,15.2,Low Fat,Snack Foods,235.1248,OUT010,18,Medium,Tier 3,Grocery Store,474.0496,2
4838,20.75,Low Fat,Soft Drinks,150.5024,OUT046,19,Small,Tier 1,Supermarket Type1,2580.6408,17
4839,10.195,Low Fat,Frozen Foods,143.2154,OUT046,19,Small,Tier 1,Supermarket Type1,2552.6772,18
4840,7.605,Low Fat,Fruits and Vegetables,164.021,OUT045,14,Medium,Tier 2,Supermarket Type1,3914.904,24
4841,18,Regular,Fruits and Vegetables,88.5514,OUT046,19,Small,Tier 1,Supermarket Type1,796.9626,9
4842,18.35,Low Fat,Household,191.3504,OUT045,14,Medium,Tier 2,Supermarket Type1,3259.7568,17
4843,6.59,Low Fat,Fruits and Vegetables,84.8908,OUT049,17,Medium,Tier 1,Supermarket Type1,1677.816,20
4844,13.8,Regular,Snack Foods,230.0984,OUT049,17,Medium,Tier 1,Supermarket Type1,3707.1744,16
4845,21.2,Regular,Starchy Foods,173.5738,OUT046,19,Small,Tier 1,Supermarket Type1,2954.1546,17
4846,10.5,Regular,Snack Foods,166.4842,OUT018,7,Medium,Tier 3,Supermarket Type2,2652.5472,16
4847,8.97,Low Fat,Household,52.7956,OUT045,14,Medium,Tier 2,Supermarket Type1,1037.3164,20
4848,10.6,Low Fat,Health and Hygiene,86.1224,OUT045,14,Medium,Tier 2,Supermarket Type1,426.112,5
4849,13.65,Low Fat,Breads,231.1668,OUT035,12,Small,Tier 2,Supermarket Type1,6911.004,30
4850,19,Low Fat,Health and Hygiene,211.0244,OUT046,19,Small,Tier 1,Supermarket Type1,3811.0392,18
4851,6.865,Low Fat,Snack Foods,212.8218,OUT049,17,Medium,Tier 1,Supermarket Type1,5770.4886,27
4852,10.8,Regular,Baking Goods,40.2138,OUT046,19,Small,Tier 1,Supermarket Type1,690.4346,17
4853,16.7,Low Fat,Dairy,110.2886,OUT013,29,High,Tier 3,Supermarket Type1,1890.2062,17
4854,15.15,Low Fat,Baking Goods,150.1708,OUT046,19,Small,Tier 1,Supermarket Type1,1504.708,10
4855,10.5,Low Fat,Household,238.3248,OUT010,18,Medium,Tier 3,Grocery Store,711.0744,3
4856,17.6,Low Fat,Dairy,174.2422,OUT018,7,Medium,Tier 3,Supermarket Type2,4311.055,25
4857,19.35,Low Fat,Meat,175.4738,OUT046,19,Small,Tier 1,Supermarket Type1,521.3214,3
4858,15.7,Low Fat,Household,59.4562,OUT046,19,Small,Tier 1,Supermarket Type1,829.5868,14
4859,18.1,Low Fat,Dairy,155.5288,OUT017,9,Medium,Tier 2,Supermarket Type1,1571.288,10
4860,10.195,Regular,Starchy Foods,239.6538,OUT035,12,Small,Tier 2,Supermarket Type1,2403.538,10
4861,6.655,Low Fat,Fruits and Vegetables,211.0586,OUT045,14,Medium,Tier 2,Supermarket Type1,844.2344,4
4862,19,Low Fat,Household,127.3336,OUT017,9,Medium,Tier 2,Supermarket Type1,2940.1728,23
4863,7.075,Low Fat,Frozen Foods,98.0068,OUT010,18,Medium,Tier 3,Grocery Store,291.6204,3
4864,13.15,Low Fat,Frozen Foods,181.2976,OUT045,14,Medium,Tier 2,Supermarket Type1,3259.7568,18
4865,20.1,Regular,Fruits and Vegetables,226.8036,OUT049,17,Medium,Tier 1,Supermarket Type1,3415.554,15
4866,20.35,Regular,Dairy,256.7672,OUT018,7,Medium,Tier 3,Supermarket Type2,5624.6784,22
4867,18.85,Low Fat,Health and Hygiene,190.1846,OUT049,17,Medium,Tier 1,Supermarket Type1,6687.961,35
4868,16.35,Regular,Fruits and Vegetables,227.1062,OUT049,17,Medium,Tier 1,Supermarket Type1,5642.655,25
4869,11.3,Low Fat,Meat,196.2426,OUT018,7,Medium,Tier 3,Supermarket Type2,4943.565,25
4870,17.5,Low Fat,Fruits and Vegetables,182.6266,OUT018,7,Medium,Tier 3,Supermarket Type2,3135.2522,17
4871,18,Regular,Fruits and Vegetables,87.4514,OUT045,14,Medium,Tier 2,Supermarket Type1,796.9626,9
4872,7.935,Low Fat,Dairy,51.535,OUT045,14,Medium,Tier 2,Supermarket Type1,848.895,16
4873,20.25,Regular,Canned,184.5924,OUT046,19,Small,Tier 1,Supermarket Type1,4997.4948,27
4874,15.5,Regular,Snack Foods,149.1418,OUT049,17,Medium,Tier 1,Supermarket Type1,588.5672,4
4875,15.35,Low Fat,Soft Drinks,218.0508,OUT013,29,High,Tier 3,Supermarket Type1,3038.7112,14
4876,10.1,Low Fat,Health and Hygiene,200.2084,OUT046,19,Small,Tier 1,Supermarket Type1,1587.2672,8
4877,16.7,Regular,Frozen Foods,115.4176,OUT045,14,Medium,Tier 2,Supermarket Type1,687.1056,6
4878,20.7,Regular,Dairy,213.4876,OUT049,17,Medium,Tier 1,Supermarket Type1,1929.4884,9
4879,16,Low Fat,Starchy Foods,223.8404,OUT013,29,High,Tier 3,Supermarket Type1,3600.6464,16
4880,14,Low Fat,Starchy Foods,180.7634,OUT046,19,Small,Tier 1,Supermarket Type1,2181.1608,12
4881,12.85,Low Fat,Fruits and Vegetables,181.4318,OUT046,19,Small,Tier 1,Supermarket Type1,3428.2042,19
4882,20.85,Regular,Breads,105.6648,OUT045,14,Medium,Tier 2,Supermarket Type1,623.1888,6
4883,12.35,Low Fat,Household,120.5124,OUT049,17,Medium,Tier 1,Supermarket Type1,2133.2232,18
4884,6.85,Low Fat,Frozen Foods,261.6594,OUT018,7,Medium,Tier 3,Supermarket Type2,3401.5722,13
4885,10.3,Low Fat,Fruits and Vegetables,101.0042,OUT035,12,Small,Tier 2,Supermarket Type1,1289.6546,13
4886,8.775,Low Fat,Dairy,45.9428,OUT013,29,High,Tier 3,Supermarket Type1,790.9704,17
4887,18.85,Low Fat,Health and Hygiene,129.2626,OUT017,9,Medium,Tier 2,Supermarket Type1,3147.9024,24
4888,14.85,Low Fat,Baking Goods,141.0812,OUT035,12,Small,Tier 2,Supermarket Type1,1139.8496,8
4889,20.5,Regular,Frozen Foods,84.3592,OUT046,19,Small,Tier 1,Supermarket Type1,1816.3024,22
4890,7.84,Regular,Canned,51.935,OUT018,7,Medium,Tier 3,Supermarket Type2,199.74,4
4891,18.25,Low Fat,Frozen Foods,196.7452,OUT045,14,Medium,Tier 2,Supermarket Type1,978.726,5
4892,10.3,Regular,Snack Foods,85.854,OUT013,29,High,Tier 3,Supermarket Type1,2683.174,31
4893,12.5,Low Fat,Household,169.9448,OUT035,12,Small,Tier 2,Supermarket Type1,2897.5616,17
4894,20.25,Regular,Canned,93.212,OUT046,19,Small,Tier 1,Supermarket Type1,1957.452,21
4895,15,Low Fat,Health and Hygiene,140.3838,OUT013,29,High,Tier 3,Supermarket Type1,2528.7084,18
4896,8.325,Low Fat,Fruits and Vegetables,38.7138,OUT013,29,High,Tier 3,Supermarket Type1,284.2966,7
4897,15.85,Low Fat,Canned,38.6506,OUT017,9,Medium,Tier 2,Supermarket Type1,759.012,20
4898,13.1,Low Fat,Dairy,117.3782,OUT046,19,Small,Tier 1,Supermarket Type1,1787.673,15
4899,6.26,Low Fat,Household,111.3228,OUT017,9,Medium,Tier 2,Supermarket Type1,2431.5016,22
4900,17.25,Low Fat,Dairy,173.1764,OUT018,7,Medium,Tier 3,Supermarket Type2,4466.1864,26
4901,5.765,Low Fat,Frozen Foods,119.9098,OUT035,12,Small,Tier 2,Supermarket Type1,2048.6666,17
4902,13.6,Low Fat,Household,175.437,OUT013,29,High,Tier 3,Supermarket Type1,1940.807,11
4903,10.5,Low Fat,Frozen Foods,88.783,OUT017,9,Medium,Tier 2,Supermarket Type1,2067.309,23
4904,7.975,Low Fat,Baking Goods,85.125,OUT045,14,Medium,Tier 2,Supermarket Type1,2663.2,31
4905,12.65,Regular,Frozen Foods,192.1846,OUT018,7,Medium,Tier 3,Supermarket Type2,1146.5076,6
4906,12.3,Low Fat,Household,247.846,OUT045,14,Medium,Tier 2,Supermarket Type1,3448.844,14
4907,5.985,Low Fat,Baking Goods,184.8924,OUT045,14,Medium,Tier 2,Supermarket Type1,1665.8316,9
4908,15.15,Regular,Snack Foods,132.5284,OUT049,17,Medium,Tier 1,Supermarket Type1,1713.7692,13
4909,12.35,Low Fat,Canned,56.4246,OUT046,19,Small,Tier 1,Supermarket Type1,810.9444,14
4910,14.3,Low Fat,Frozen Foods,84.9224,OUT046,19,Small,Tier 1,Supermarket Type1,1193.1136,14
4911,8.695,Low Fat,Household,93.4094,OUT035,12,Small,Tier 2,Supermarket Type1,856.8846,9
4912,16.35,Low Fat,Meat,163.8842,OUT010,18,Medium,Tier 3,Grocery Store,165.7842,1
4913,6.135,Regular,Baking Goods,151.3366,OUT045,14,Medium,Tier 2,Supermarket Type1,1057.9562,7
4914,19.5,Low Fat,Household,185.0608,OUT045,14,Medium,Tier 2,Supermarket Type1,2205.1296,12
4915,9.5,Regular,Snack Foods,182.3608,OUT013,29,High,Tier 3,Supermarket Type1,2940.1728,16
4916,8.895,Low Fat,Hard Drinks,235.8616,OUT035,12,Small,Tier 2,Supermarket Type1,3046.7008,13
4917,18.25,Low Fat,Frozen Foods,196.8452,OUT046,19,Small,Tier 1,Supermarket Type1,3327.6684,17
4918,21.35,Low Fat,Canned,258.3278,OUT010,18,Medium,Tier 3,Grocery Store,520.6556,2
4919,19.7,Low Fat,Snack Foods,174.837,OUT035,12,Small,Tier 2,Supermarket Type1,2999.429,17
4920,16.6,Low Fat,Fruits and Vegetables,117.8466,OUT045,14,Medium,Tier 2,Supermarket Type1,942.7728,8
4921,10.895,Low Fat,Fruits and Vegetables,133.6284,OUT046,19,Small,Tier 1,Supermarket Type1,1581.9408,12
4922,8.51,Low Fat,Household,195.2478,OUT017,9,Medium,Tier 2,Supermarket Type1,4262.4516,22
4923,14.15,Low Fat,Snack Foods,243.9828,OUT010,18,Medium,Tier 3,Grocery Store,731.0484,3
4924,6.65,Low Fat,Fruits and Vegetables,128.8678,OUT035,12,Small,Tier 2,Supermarket Type1,1398.8458,11
4925,15.25,Regular,Snack Foods,177.966,OUT049,17,Medium,Tier 1,Supermarket Type1,2336.958,13
4926,18.25,Low Fat,Frozen Foods,196.5452,OUT013,29,High,Tier 3,Supermarket Type1,2348.9424,12
4927,16,Regular,Frozen Foods,87.4856,OUT035,12,Small,Tier 2,Supermarket Type1,1054.6272,12
4928,19.2,Low Fat,Household,127.831,OUT045,14,Medium,Tier 2,Supermarket Type1,1298.31,10
4929,12.15,Low Fat,Household,117.815,OUT017,9,Medium,Tier 2,Supermarket Type1,2330.3,20
4930,8.895,Low Fat,Frozen Foods,208.9954,OUT049,17,Medium,Tier 1,Supermarket Type1,4584.6988,22
4931,10.895,Low Fat,Dairy,263.4568,OUT010,18,Medium,Tier 3,Grocery Store,527.3136,2
4932,16,Regular,Dairy,76.1986,OUT017,9,Medium,Tier 2,Supermarket Type1,1869.5664,25
4933,9.195,Low Fat,Baking Goods,43.6744,OUT018,7,Medium,Tier 3,Supermarket Type2,407.4696,9
4934,11.35,Regular,Fruits and Vegetables,201.0742,OUT018,7,Medium,Tier 3,Supermarket Type2,2189.8162,11
4935,10,Low Fat,Health and Hygiene,144.0102,OUT017,9,Medium,Tier 2,Supermarket Type1,1603.9122,11
4936,9.395,Low Fat,Others,82.4908,OUT035,12,Small,Tier 2,Supermarket Type1,2013.3792,24
4937,20.75,Low Fat,Breakfast,192.8478,OUT010,18,Medium,Tier 3,Grocery Store,774.9912,4
4938,9.8,Low Fat,Meat,128.402,OUT045,14,Medium,Tier 2,Supermarket Type1,2403.538,19
4939,5.695,Low Fat,Frozen Foods,258.5646,OUT018,7,Medium,Tier 3,Supermarket Type2,4380.2982,17
4940,18.2,Low Fat,Fruits and Vegetables,37.819,OUT045,14,Medium,Tier 2,Supermarket Type1,219.714,6
4941,19.35,Regular,Baking Goods,49.2034,OUT013,29,High,Tier 3,Supermarket Type1,729.051,15
4942,18.35,Low Fat,Hard Drinks,106.6938,OUT045,14,Medium,Tier 2,Supermarket Type1,1393.5194,13
4943,6.36,Low Fat,Household,163.6526,OUT045,14,Medium,Tier 2,Supermarket Type1,5262.4832,32
4944,9.8,Low Fat,Soft Drinks,46.506,OUT018,7,Medium,Tier 3,Supermarket Type2,372.848,8
4945,6.635,Regular,Frozen Foods,39.7506,OUT013,29,High,Tier 3,Supermarket Type1,303.6048,8
4946,18.1,Low Fat,Dairy,156.7288,OUT010,18,Medium,Tier 3,Grocery Store,314.2576,2
4947,8.93,Low Fat,Household,56.0614,OUT010,18,Medium,Tier 3,Grocery Store,276.307,5
4948,8.3,Low Fat,Fruits and Vegetables,38.9506,OUT013,29,High,Tier 3,Supermarket Type1,721.0614,19
4949,8.895,Low Fat,Household,112.7544,OUT045,14,Medium,Tier 2,Supermarket Type1,3467.4864,31
4950,16.35,Regular,Fruits and Vegetables,225.9062,OUT046,19,Small,Tier 1,Supermarket Type1,5416.9488,24
4951,8.6,Low Fat,Health and Hygiene,140.5154,OUT018,7,Medium,Tier 3,Supermarket Type2,283.6308,2
4952,19,Regular,Fruits and Vegetables,227.772,OUT017,9,Medium,Tier 2,Supermarket Type1,5206.556,23
4953,7.56,Low Fat,Frozen Foods,157.263,OUT045,14,Medium,Tier 2,Supermarket Type1,2503.408,16
4954,12.6,Regular,Frozen Foods,104.899,OUT013,29,High,Tier 3,Supermarket Type1,1960.781,19
4955,15.6,Low Fat,Others,184.7924,OUT010,18,Medium,Tier 3,Grocery Store,370.1848,2
4956,8.71,Low Fat,Canned,49.5376,OUT010,18,Medium,Tier 3,Grocery Store,95.8752,2
4957,18.1,Low Fat,Dairy,158.1288,OUT049,17,Medium,Tier 1,Supermarket Type1,3299.7048,21
4958,13.35,Low Fat,Frozen Foods,150.2392,OUT017,9,Medium,Tier 2,Supermarket Type1,2684.5056,18
4959,16.6,Low Fat,Fruits and Vegetables,173.3738,OUT046,19,Small,Tier 1,Supermarket Type1,2085.2856,12
4960,6.695,Low Fat,Frozen Foods,221.9456,OUT035,12,Small,Tier 2,Supermarket Type1,2210.456,10
4961,16.6,Low Fat,Frozen Foods,57.2614,OUT046,19,Small,Tier 1,Supermarket Type1,1049.9666,18
4962,15.35,Low Fat,Others,145.047,OUT035,12,Small,Tier 2,Supermarket Type1,2719.793,19
4963,19.7,Low Fat,Fruits and Vegetables,54.593,OUT010,18,Medium,Tier 3,Grocery Store,56.593,1
4964,14.3,Low Fat,Baking Goods,78.6328,OUT017,9,Medium,Tier 2,Supermarket Type1,231.6984,3
4965,10,Low Fat,Frozen Foods,138.718,OUT013,29,High,Tier 3,Supermarket Type1,1398.18,10
4966,14.8,Low Fat,Soft Drinks,76.467,OUT035,12,Small,Tier 2,Supermarket Type1,1531.34,20
4967,8.71,Regular,Dairy,43.8744,OUT049,17,Medium,Tier 1,Supermarket Type1,633.8416,14
4968,12.15,Low Fat,Frozen Foods,252.0698,OUT010,18,Medium,Tier 3,Grocery Store,1014.6792,4
4969,17.85,Low Fat,Health and Hygiene,97.0094,OUT045,14,Medium,Tier 2,Supermarket Type1,2094.6068,22
4970,9.5,Regular,Fruits and Vegetables,171.3448,OUT049,17,Medium,Tier 1,Supermarket Type1,2386.2272,14
4971,11.8,Regular,Snack Foods,34.7558,OUT035,12,Small,Tier 2,Supermarket Type1,780.9834,22
4972,14.1,Low Fat,Canned,139.8496,OUT046,19,Small,Tier 1,Supermarket Type1,1693.7952,12
4973,19.35,Regular,Meat,168.3816,OUT046,19,Small,Tier 1,Supermarket Type1,1342.2528,8
4974,19.75,Low Fat,Fruits and Vegetables,190.6872,OUT017,9,Medium,Tier 2,Supermarket Type1,4916.2672,26
4975,10.3,Regular,Canned,78.696,OUT017,9,Medium,Tier 2,Supermarket Type1,1757.712,22
4976,10.8,Low Fat,Dairy,193.4504,OUT017,9,Medium,Tier 2,Supermarket Type1,2876.256,15
4977,17.75,Regular,Fruits and Vegetables,139.9838,OUT045,14,Medium,Tier 2,Supermarket Type1,1966.7732,14
4978,8.575,Low Fat,Soft Drinks,106.328,OUT018,7,Medium,Tier 3,Supermarket Type2,958.752,9
4979,19.1,Low Fat,Dairy,40.2138,OUT010,18,Medium,Tier 3,Grocery Store,81.2276,2
4980,20.7,Regular,Fruits and Vegetables,123.4388,OUT049,17,Medium,Tier 1,Supermarket Type1,1238.388,10
4981,6.785,Regular,Snack Foods,211.0928,OUT035,12,Small,Tier 2,Supermarket Type1,4418.2488,21
4982,6.57,Low Fat,Hard Drinks,259.7278,OUT013,29,High,Tier 3,Supermarket Type1,2863.6058,11
4983,5.78,Regular,Snack Foods,264.9568,OUT045,14,Medium,Tier 2,Supermarket Type1,1845.5976,7
4984,6.92,Regular,Breakfast,93.1804,OUT049,17,Medium,Tier 1,Supermarket Type1,1561.9668,17
4985,20.25,Regular,Dairy,194.1162,OUT049,17,Medium,Tier 1,Supermarket Type1,3848.324,20
4986,13.65,Low Fat,Fruits and Vegetables,149.005,OUT045,14,Medium,Tier 2,Supermarket Type1,2097.27,14
4987,13.5,Regular,Snack Foods,81.596,OUT017,9,Medium,Tier 2,Supermarket Type1,639.168,8
4988,16.5,Low Fat,Health and Hygiene,92.612,OUT018,7,Medium,Tier 3,Supermarket Type2,559.272,6
4989,16.7,Regular,Snack Foods,146.5102,OUT045,14,Medium,Tier 2,Supermarket Type1,2770.3938,19
4990,8.68,Low Fat,Frozen Foods,99.7384,OUT018,7,Medium,Tier 3,Supermarket Type2,295.6152,3
4991,7.235,Low Fat,Snack Foods,115.2834,OUT018,7,Medium,Tier 3,Supermarket Type2,1267.0174,11
4992,16.75,Regular,Soft Drinks,39.3822,OUT046,19,Small,Tier 1,Supermarket Type1,353.5398,9
4993,15.35,Low Fat,Soft Drinks,92.112,OUT035,12,Small,Tier 2,Supermarket Type1,1118.544,12
4994,10.8,Low Fat,Fruits and Vegetables,245.9144,OUT013,29,High,Tier 3,Supermarket Type1,4655.2736,19
4995,6.26,Low Fat,Household,110.2228,OUT049,17,Medium,Tier 1,Supermarket Type1,1547.3192,14
4996,5.63,Regular,Meat,105.3306,OUT049,17,Medium,Tier 1,Supermarket Type1,1045.306,10
4997,6.92,Regular,Breakfast,91.8804,OUT017,9,Medium,Tier 2,Supermarket Type1,275.6412,3
4998,12.15,Low Fat,Frozen Foods,212.0928,OUT018,7,Medium,Tier 3,Supermarket Type2,2735.1064,13
4999,16.6,Low Fat,Fruits and Vegetables,175.5738,OUT045,14,Medium,Tier 2,Supermarket Type1,347.5476,2
5000,9.195,Low Fat,Snack Foods,182.7634,OUT046,19,Small,Tier 1,Supermarket Type1,3817.0314,21
5001,19,Low Fat,Snack Foods,104.3622,OUT035,12,Small,Tier 2,Supermarket Type1,1905.5196,18
5002,9.395,Low Fat,Snack Foods,83.825,OUT045,14,Medium,Tier 2,Supermarket Type1,665.8,8
5003,9.8,Low Fat,Others,192.1478,OUT013,29,High,Tier 3,Supermarket Type1,2324.9736,12
5004,18.85,Low Fat,Health and Hygiene,189.1846,OUT046,19,Small,Tier 1,Supermarket Type1,2101.9306,11
5005,9.13,Low Fat,Household,152.3024,OUT045,14,Medium,Tier 2,Supermarket Type1,1821.6288,12
5006,9,Regular,Canned,152.2024,OUT017,9,Medium,Tier 2,Supermarket Type1,3643.2576,24
